Date,TransactionType,TransactionTypeId,Num,CreateDate,CreatedBy,LastModified,LastModifiedBy,Name,NameId,Location,LocationId,Class,ClassId,Memo,Split,SplitId,Debit,Credit,PaymentMethod,PaymentMethodId,Amount,Balance,TaxName,TaxAmount,TaxableAmount,Categories,AccountId,Account,Store
2020-12-11 00:00:00,Invoice,70,1024,2021-02-17T12:44:45-0800,Hassan Syyid,2021-02-17T12:44:45-0800,Hassan Syyid,Red Rock Diner,20,,,,,Garden Rocks,1234 Accounts Receivable (A/R),84,,48.00,,,48.0,323.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', 'Fountains and Garden Lighting']",48,Fountains and Garden Lighting,
2020-12-11 00:00:00,Invoice,70,1024,2021-02-17T12:44:45-0800,Hassan Syyid,2021-02-17T12:44:45-0800,Hassan Syyid,Red Rock Diner,20,,,,,Sprinkler Pipes,1234 Accounts Receivable (A/R),84,,48.00,,,48.0,48.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', 'Sprinklers and Drip Systems']",50,Sprinklers and Drip Systems,
2020-12-11 00:00:00,Invoice,70,1024,2021-02-17T12:44:45-0800,Hassan Syyid,2021-02-17T12:44:45-0800,Hassan Syyid,Red Rock Diner,20,,,,,Sprinkler Pipes,1234 Accounts Receivable (A/R),84,,60.00,,,60.0,108.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', 'Sprinklers and Drip Systems']",50,Sprinklers and Drip Systems,
2020-12-15 00:00:00,Expense,85,3,2021-02-17T13:12:01-0800,Hassan Syyid,2021-02-17T13:12:01-0800,Hassan Syyid,Tania's Nursery,50,,,,,,Mastercard,41,158.08,,,,158.08,158.08,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Job Expenses', 'Job Materials', 'Plants and Soil']",66,Plants and Soil,
2020-12-08 00:00:00,Expense,107,12,2021-02-18T12:36:23-0800,Hassan Syyid,2021-02-18T12:36:23-0800,Hassan Syyid,Robertson & Associates,49,,,,,,Checking,35,250.00,,,,250.0,250.0,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Legal & Professional Fees', 'Accounting']",69,Accounting,
2020-12-31 00:00:00,Invoice,60,1016,2021-02-16T15:18:18-0800,Hassan Syyid,2021-02-16T15:18:18-0800,Hassan Syyid,Kookies by Kathy,16,,,,,Weekly Gardening Service,1234 Accounts Receivable (A/R),84,,75.00,,,75.0,75.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services']",45,Landscaping Services,
2021-01-01 00:00:00,Invoice,75,1027,2021-02-17T12:54:08-0800,Hassan Syyid,2021-02-17T12:54:08-0800,Hassan Syyid,Phong Tran 2,2,,,,,Weekly Gardening Service,1234 Accounts Receivable (A/R),84,,50.00,,,50.0,125.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services']",45,Landscaping Services,
2021-01-01 00:00:00,Invoice,71,1025,2021-02-17T12:49:30-0800,Hassan Syyid,2021-02-17T12:49:30-0800,Hassan Syyid,Amy's Bird Sanctuary,1,,,,,Weekly Gardening Service,1234 Accounts Receivable (A/R),84,,120.00,,,120.0,245.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services']",45,Landscaping Services,
2021-01-01 00:00:00,Invoice,92,1028,2021-02-17T13:22:13-0800,Hassan Syyid,2021-02-17T13:22:27-0800,Hassan Syyid,Freeman Sporting Goods:55 Twin Lane,9,,,,,Weekly Gardening Service,1234 Accounts Receivable (A/R),84,,75.00,,,75.0,320.0,,6.00,75.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services']",45,Landscaping Services,
2021-01-10 00:00:00,Invoice,14,1006,2021-02-15T15:06:59-0800,Hassan Syyid,2021-02-17T13:22:42-0800,Hassan Syyid,Freeman Sporting Goods:55 Twin Lane,9,,,,,Weekly Gardening Service,1234 Accounts Receivable (A/R),84,,80.00,,,80.0,400.0,,6.40,80.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services']",45,Landscaping Services,
2021-01-01 00:00:00,Invoice,93,1029,2021-02-17T13:27:49-0800,Hassan Syyid,2021-02-17T13:27:49-0800,Hassan Syyid,Dukes Basketball Camp,5,,,,,Concrete for fountain installation,1234 Accounts Receivable (A/R),84,,75.00,,,75.0,75.0,,6.83,75.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', 'Fountains and Garden Lighting']",48,Fountains and Garden Lighting,
2021-01-01 00:00:00,Invoice,93,1029,2021-02-17T13:27:49-0800,Hassan Syyid,2021-02-17T13:27:49-0800,Hassan Syyid,Dukes Basketball Camp,5,,,,,Garden Rocks,1234 Accounts Receivable (A/R),84,,72.00,,,72.0,147.0,,6.55,72.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', 'Fountains and Garden Lighting']",48,Fountains and Garden Lighting,
2021-01-01 00:00:00,Invoice,93,1029,2021-02-17T13:27:49-0800,Hassan Syyid,2021-02-17T13:27:49-0800,Hassan Syyid,Dukes Basketball Camp,5,,,,,Rock Fountain,1234 Accounts Receivable (A/R),84,,275.00,,,275.0,422.0,,25.02,275.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', 'Fountains and Garden Lighting']",48,Fountains and Garden Lighting,
2021-01-01 00:00:00,Invoice,71,1025,2021-02-17T12:49:30-0800,Hassan Syyid,2021-02-17T12:49:30-0800,Hassan Syyid,Amy's Bird Sanctuary,1,,,,,Maintenance & Repair,1234 Accounts Receivable (A/R),84,,50.00,,,50.0,50.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Labor', 'Maintenance and Repair']",53,Maintenance and Repair,
2021-01-01 00:00:00,Invoice,75,1027,2021-02-17T12:54:08-0800,Hassan Syyid,2021-02-17T12:54:08-0800,Hassan Syyid,Phong Tran 2,2,,,,,Pest Control Services,1234 Accounts Receivable (A/R),84,,35.00,,,35.0,35.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Pest Control Services']",54,Pest Control Services,
2021-01-01 00:00:00,Invoice,71,1025,2021-02-17T12:49:30-0800,Hassan Syyid,2021-02-17T12:49:30-0800,Hassan Syyid,Amy's Bird Sanctuary,1,,,,,Pest Control Services,1234 Accounts Receivable (A/R),84,,35.00,,,35.0,70.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Pest Control Services']",54,Pest Control Services,
2020-12-30 00:00:00,Check,57,4,2021-02-16T15:14:27-0800,Hassan Syyid,2021-02-16T15:14:27-0800,Hassan Syyid,Chin's Gas and Oil,33,,,,,,Checking,35,54.55,,,,54.55,54.55,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Automobile', 'Fuel']",56,Fuel,
2021-01-14 00:00:00,Check,58,5,2021-02-16T15:15:00-0800,Hassan Syyid,2021-02-16T15:15:00-0800,Hassan Syyid,Chin's Gas and Oil,33,,,,,,Checking,35,62.01,,,,62.01,116.56,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Automobile', 'Fuel']",56,Fuel,
2021-01-15 00:00:00,Expense,87,15,2021-02-17T13:14:42-0800,Hassan Syyid,2021-02-17T13:14:42-0800,Hassan Syyid,Tania's Nursery,50,,,,,,Checking,35,108.09,,,,108.09,108.09,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Job Expenses']",58,Job Expenses,
2021-01-08 00:00:00,Expense,86,9,2021-02-17T13:13:42-0800,Hassan Syyid,2021-02-17T13:13:42-0800,Hassan Syyid,Tania's Nursery,50,,,,,Morning Glories and Sod,Checking,35,89.09,,,,89.09,89.09,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Job Expenses', 'Job Materials', 'Plants and Soil']",66,Plants and Soil,
2021-01-08 00:00:00,Check,109,12,2021-02-18T12:39:12-0800,Hassan Syyid,2021-02-18T12:39:12-0800,Hassan Syyid,Books by Bessie,30,,,,,,Checking,35,55.00,,,,55.0,55.0,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Legal & Professional Fees', 'Bookkeeper']",70,Bookkeeper,
2021-01-04 00:00:00,Bill,78,,2021-02-17T13:00:36-0800,Hassan Syyid,2021-02-17T13:00:36-0800,Hassan Syyid,PG&E,48,,,,,,Accounts Payable (A/P),33,86.44,,,,86.44,86.44,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Utilities', 'Gas and Electric']",76,Gas and Electric,
2021-01-03 00:00:00,Bill,105,,2021-02-17T13:43:56-0800,Hassan Syyid,2021-02-17T13:43:56-0800,Hassan Syyid,Cal Telephone,32,,,,,,Accounts Payable (A/P),33,56.50,,,,56.5,56.5,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Utilities', 'Telephone']",77,Telephone,
2021-01-12 00:00:00,Bill,2,,2021-02-11T10:26:56-0800,Hassan Syyid,2021-02-11T10:26:56-0800,Hassan Syyid,Hicks Hardware,41,,,,,,Accounts Payable (A/P),33,250.00,,,,250.0,250.0,,.00,.00,"['Other Income/Expense', 'Other Expense', 'Miscellaneous']",14,Miscellaneous,
2021-01-24 00:00:00,Sales Receipt,17,1008,2021-02-15T15:12:39-0800,Hassan Syyid,2021-02-15T15:12:39-0800,Hassan Syyid,Kate Whelan,14,,,,,Custom Design,Checking,35,,225.00,,,225.0,225.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Design income']",82,Design income,
2021-01-24 00:00:00,Invoice,16,1007,2021-02-15T15:10:40-0800,Hassan Syyid,2021-02-15T15:10:40-0800,Hassan Syyid,John Melton,13,,,,,Custom Design,1234 Accounts Receivable (A/R),84,,750.00,,,750.0,975.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Design income']",82,Design income,
2021-02-13 00:00:00,Sales Receipt,11,1003,2021-02-15T14:59:48-0800,Hassan Syyid,2021-02-15T14:59:48-0800,Hassan Syyid,Dylan Sollfrank,6,,,,,Custom Design,Checking,35,,337.50,Check,2,337.5,1312.5,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Design income']",82,Design income,
2021-02-04 00:00:00,Invoice,39,1012,2021-02-16T11:16:52-0800,Hassan Syyid,2021-02-16T11:16:52-0800,Hassan Syyid,Shara Barnett:Barnett Design,23,,,,,Discount,1234 Accounts Receivable (A/R),84,30.50,,,,-30.5,-30.5,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Discounts given']",86,Discounts given,
2021-01-27 00:00:00,Invoice,68,1022,2021-02-17T12:41:24-0800,Hassan Syyid,2021-02-17T13:25:43-0800,Hassan Syyid,Jeff's Jalopies,12,,,,,Weekly Gardening Service,1234 Accounts Receivable (A/R),84,,75.00,,,75.0,75.0,,6.00,75.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services']",45,Landscaping Services,
2021-02-02 00:00:00,Invoice,63,1017,2021-02-16T15:28:08-0800,Hassan Syyid,2021-02-16T15:28:08-0800,Hassan Syyid,Sushi by Katsuyuki,25,,,,,Weekly Gardening Service,1234 Accounts Receivable (A/R),84,,80.00,,,80.0,155.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services']",45,Landscaping Services,
2021-02-06 00:00:00,Invoice,42,1013,2021-02-16T11:24:29-0800,Hassan Syyid,2021-02-17T13:35:36-0800,Hassan Syyid,Travis Waldron,26,,,,,Weekly Gardening Service,1234 Accounts Receivable (A/R),84,,75.00,,,75.0,230.0,,6.00,75.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services']",45,Landscaping Services,
2021-02-09 00:00:00,Invoice,13,1005,2021-02-15T15:05:48-0800,Hassan Syyid,2021-02-17T13:23:52-0800,Hassan Syyid,Freeman Sporting Goods:55 Twin Lane,9,,,,,Weekly Gardening Service,1234 Accounts Receivable (A/R),84,,50.00,,,50.0,280.0,,4.00,50.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services']",45,Landscaping Services,
2021-02-09 00:00:00,Invoice,64,1018,2021-02-16T15:29:00-0800,Hassan Syyid,2021-02-16T15:29:00-0800,Hassan Syyid,Sushi by Katsuyuki,25,,,,,Weekly Gardening Service,1234 Accounts Receivable (A/R),84,,80.00,,,80.0,360.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services']",45,Landscaping Services,
2021-02-14 00:00:00,Sales Receipt,47,1014,2021-02-16T11:40:52-0800,Hassan Syyid,2021-02-16T11:40:52-0800,Hassan Syyid,Diego Rodriguez,4,,,,,Weekly Gardening Service,Undeposited Funds,4,,140.00,,,140.0,500.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services']",45,Landscaping Services,
2021-02-15 00:00:00,Invoice,9,1001,2021-02-15T14:49:30-0800,Hassan Syyid,2021-02-17T13:25:08-0800,Hassan Syyid,Amy's Bird Sanctuary,1,,,,,Weekly Gardening Service,1234 Accounts Receivable (A/R),84,,100.00,,,100.0,600.0,,8.00,100.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services']",45,Landscaping Services,
2021-01-27 00:00:00,Invoice,67,1021,2021-02-17T12:40:06-0800,Hassan Syyid,2021-02-17T13:24:49-0800,Hassan Syyid,Amy's Bird Sanctuary,1,,,,,2 cubic ft. bag,1234 Accounts Receivable (A/R),84,,150.00,,,150.0,150.0,,12.00,150.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', '7500 Plants and Soil']",49,7500 Plants and Soil,
2021-01-31 00:00:00,Expense,80,8,2021-02-17T13:03:08-0800,Hassan Syyid,2021-02-17T13:03:08-0800,Hassan Syyid,Hicks Hardware,41,,,,,,Checking,35,24.36,,,,-24.36,125.64,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', '7500 Plants and Soil']",49,7500 Plants and Soil,
2021-02-06 00:00:00,Invoice,12,1004,2021-02-15T15:04:04-0800,Hassan Syyid,2021-02-18T12:59:17-0800,Hassan Syyid,Cool Cars,3,,,,,Sod,1234 Accounts Receivable (A/R),84,,1750.00,,,1750.0,1875.64,,140.00,1750.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', '7500 Plants and Soil']",49,7500 Plants and Soil,
2021-02-08 00:00:00,Expense,88,22,2021-02-17T13:15:55-0800,Hassan Syyid,2021-02-17T13:15:55-0800,Hassan Syyid,Tania's Nursery,50,,,,,,Mastercard,41,54.92,,,,-54.92,1820.72,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', '7500 Plants and Soil']",49,7500 Plants and Soil,
2021-02-15 00:00:00,Invoice,99,1032,2021-02-17T13:36:31-0800,Hassan Syyid,2021-02-17T13:36:31-0800,Hassan Syyid,Travis Waldron,26,,,,,Sod,1234 Accounts Receivable (A/R),84,,300.00,,,300.0,2120.72,,24.00,300.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', '7500 Plants and Soil']",49,7500 Plants and Soil,
2021-01-27 00:00:00,Invoice,67,1021,2021-02-17T12:40:06-0800,Hassan Syyid,2021-02-17T13:24:49-0800,Hassan Syyid,Amy's Bird Sanctuary,1,,,,,Rock Fountain,1234 Accounts Receivable (A/R),84,,275.00,,,275.0,275.0,,22.00,275.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', 'Fountains and Garden Lighting']",48,Fountains and Garden Lighting,
2021-02-04 00:00:00,Invoice,39,1012,2021-02-16T11:16:52-0800,Hassan Syyid,2021-02-16T11:16:52-0800,Hassan Syyid,Shara Barnett:Barnett Design,23,,,,,Rock Fountain,1234 Accounts Receivable (A/R),84,,275.00,,,275.0,550.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', 'Fountains and Garden Lighting']",48,Fountains and Garden Lighting,
2021-02-15 00:00:00,Invoice,99,1032,2021-02-17T13:36:31-0800,Hassan Syyid,2021-02-17T13:36:31-0800,Hassan Syyid,Travis Waldron,26,,,,,Garden Rocks,1234 Accounts Receivable (A/R),84,,84.00,,,84.0,634.0,,6.72,84.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', 'Fountains and Garden Lighting']",48,Fountains and Garden Lighting,
2021-02-04 00:00:00,Invoice,39,1012,2021-02-16T11:16:52-0800,Hassan Syyid,2021-02-16T11:16:52-0800,Hassan Syyid,Shara Barnett:Barnett Design,23,,,,,Sprinkler Heads,1234 Accounts Receivable (A/R),84,,30.00,,,30.0,30.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', 'Sprinklers and Drip Systems']",50,Sprinklers and Drip Systems,
2021-02-01 00:00:00,Credit Memo,73,1026,2021-02-17T12:51:27-0800,Hassan Syyid,2021-02-17T12:51:27-0800,Hassan Syyid,Amy's Bird Sanctuary,1,,,,,Pest Control Services,1234 Accounts Receivable (A/R),84,100.00,,,,-100.0,-100.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Pest Control Services']",54,Pest Control Services,
2021-02-06 00:00:00,Invoice,12,1004,2021-02-15T15:04:04-0800,Hassan Syyid,2021-02-18T12:59:17-0800,Hassan Syyid,Cool Cars,3,,,,,Sprinkler Heads,1234 Accounts Receivable (A/R),84,,20.00,,,20.0,20.0,,1.60,20.00,"['Ordinary Income/Expenses', 'Income', 'Sales of Product Income']",79,Sales of Product Income,
2021-02-06 00:00:00,Invoice,12,1004,2021-02-15T15:04:04-0800,Hassan Syyid,2021-02-18T12:59:17-0800,Hassan Syyid,Cool Cars,3,,,,,Sprinkler Pipes,1234 Accounts Receivable (A/R),84,,24.00,,,24.0,44.0,,1.92,24.00,"['Ordinary Income/Expenses', 'Income', 'Sales of Product Income']",79,Sales of Product Income,
2021-02-06 00:00:00,Invoice,12,1004,2021-02-15T15:04:04-0800,Hassan Syyid,2021-02-18T12:59:17-0800,Hassan Syyid,Cool Cars,3,,,,,Installation Hours,1234 Accounts Receivable (A/R),84,,400.00,,,400.0,400.0,,32.00,400.00,"['Ordinary Income/Expenses', 'Income', 'Services']",1,Services,
2021-02-15 00:00:00,Invoice,27,1009,2021-02-15T15:38:07-0800,Hassan Syyid,2021-02-15T15:38:07-0800,Hassan Syyid,Travis Waldron,26,,,,,Lumber,1234 Accounts Receivable (A/R),84,,103.55,,,103.55,503.55,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Services']",1,Services,
2021-02-09 00:00:00,Cash Expense,136,,2021-03-04T14:31:50-0800,Hassan Syyid,2021-03-04T14:31:50-0800,Hassan Syyid,Squeaky Kleen Car Wash,57,,,,,,Checking,35,19.99,,,,19.99,19.99,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Automobile']",55,Automobile,
2021-02-03 00:00:00,Expense,59,1,2021-02-16T15:16:13-0800,Hassan Syyid,2021-02-16T15:16:13-0800,Hassan Syyid,Chin's Gas and Oil,33,,,,,,Mastercard,41,65.00,,,,65.0,65.0,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Automobile', 'Fuel']",56,Fuel,
2021-02-10 00:00:00,Cash Expense,132,,2021-03-04T14:15:18-0800,Hassan Syyid,2021-03-04T14:15:18-0800,Hassan Syyid,Chin's Gas and Oil,33,,,,,,Checking,35,52.14,,,,52.14,117.14,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Automobile', 'Fuel']",56,Fuel,
2021-02-11 00:00:00,Bill,19,,2021-02-15T15:24:48-0800,Hassan Syyid,2021-02-15T15:24:48-0800,Hassan Syyid,Brosnahan Insurance Agency,31,,,,,,Accounts Payable (A/P),33,241.23,,,,241.23,241.23,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Insurance']",11,Insurance,
2021-02-06 00:00:00,Expense,81,1,2021-02-17T13:04:57-0800,Hassan Syyid,2021-02-17T13:04:57-0800,Hassan Syyid,Hicks Hardware,41,,,,,,Mastercard,41,88.09,,,,88.09,88.09,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Job Expenses', 'Job Materials', 'Decks and Patios']",64,Decks and Patios,
2021-02-15 00:00:00,Bill,25,,2021-02-15T15:37:25-0800,Hassan Syyid,2021-02-15T15:37:25-0800,Hassan Syyid,Norton Lumber and Building Materials,46,,,,,Lumber,Accounts Payable (A/P),33,103.55,,,,103.55,191.64,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Job Expenses', 'Job Materials', 'Decks and Patios']",64,Decks and Patios,
2021-02-12 00:00:00,Expense,56,50,2021-02-16T15:10:12-0800,Hassan Syyid,2021-02-16T15:10:12-0800,Hassan Syyid,Tania's Nursery,50,,,,,,Mastercard,41,82.45,,,,82.45,82.45,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Job Expenses', 'Job Materials', 'Plants and Soil']",66,Plants and Soil,
2021-02-12 00:00:00,Expense,83,13,2021-02-17T13:08:20-0800,Hassan Syyid,2021-02-17T13:08:20-0800,Hassan Syyid,Hicks Hardware,41,,,,,,Checking,35,215.66,,,,215.66,215.66,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Job Expenses', 'Job Materials', 'Sprinklers and Drip Systems']",67,Sprinklers and Drip Systems,
2021-02-04 00:00:00,Bill,18,,2021-02-15T15:21:03-0800,Hassan Syyid,2021-02-15T15:21:03-0800,Hassan Syyid,Books by Bessie,30,,,,,,Accounts Payable (A/P),33,75.00,,,,75.0,75.0,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Legal & Professional Fees', 'Accounting']",69,Accounting,
2021-02-09 00:00:00,Check,84,,2021-02-17T13:09:46-0800,Hassan Syyid,2021-02-17T13:09:46-0800,Hassan Syyid,Tony Rondonuwu,52,,,,,Consulting,Checking,35,100.00,,,,100.0,100.0,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Legal & Professional Fees', 'Lawyer']",71,Lawyer,
2021-02-10 00:00:00,Check,133,70,2021-03-04T14:17:55-0800,Hassan Syyid,2021-03-04T14:17:55-0800,Hassan Syyid,Chin's Gas and Oil,33,,,,,,Checking,35,185.00,,,,185.0,185.0,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Maintenance and Repair']",72,Maintenance and Repair,
2021-02-09 00:00:00,Cash Expense,135,,2021-03-04T14:26:38-0800,Hassan Syyid,2021-03-04T14:30:32-0800,Hassan Syyid,Bob's Burger Joint,56,,,,,,Checking,35,5.66,,,,5.66,5.66,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Meals and Entertainment']",13,Meals and Entertainment,
